ID,chr,name,fam,str,start,end,chr_size
78.te00051,28,chr28_28.00600,2,-,590683,591203,1153766
78.te00052,28,chr28_28.00601,2,-,600188,600706,1153766
78.te00054,28,chr28_28.00602,2,-,650045,650752,1153766
78.te00056,28,chr28_28.00604,2,-,768043,768555,1153766
78.te00058,28,chr28_28.00605,2,-,783292,783823,1153766
78.te00062,28,chr28_28.00607,2,-,816888,817270,1153766
78.te00063,28,chr28_28.00608,2,-,824937,825284,1153766
78.te00064,28,chr28_28.00609,2,+,830514,830894,1153766
78.te00066,28,chr28_28.00611,2,-,835749,836167,1153766
78.te00067,28,chr28_28.00612,2,+,875903,876319,1153766
78.te00068,28,chr28_28.00613,2,+,924141,924688,1153766
78.te00070,28,chr28_28.00615,2,+,968433,969056,1153766
78.te00071,28,chr28_28.00616,2,+,984134,984752,1153766
78.te00024,28,chr28_28.00617,2,-,1074594,1075176,1153766
78.te00027,28,chr28_28.00619,2,-,1112644,1113222,1153766
78.te00028,28,chr28_28.00620,2,-,1135242,1135798,1153766
79.te00090,29,chr29_29.00526,1,-,22735,23642,1212674
79.te00085,29,chr29_29.00532,1,-,146486,147656,1212674
79.te00087,29,chr29_29.00534,1,-,185158,185435,1212674
79.te00089,29,chr29_29.00535,1,-,208571,209444,1212674
79.te00093,29,chr29_29.00538,1,-,317437,318635,1212674
79.te00098,29,chr29_29.00543,1,+,343122,344301,1212674
79.te00104,29,chr29_29.00548,1,-,390655,391009,1212674
79.te00106,29,chr29_29.00550,1,+,463666,464010,1212674
79.te00108,29,chr29_29.00552,1,+,515885,516226,1212674
79.te00110,29,chr29_29.00554,1,+,570315,570867,1212674
79.te00111,29,chr29_29.00555,1,+,570912,571832,1212674
79.te00112,29,chr29_29.00556,1,+,594614,595528,1212674
79.te00113,29,chr29_29.00557,1,+,607812,608542,1212674
79.te00114,29,chr29_29.00558,1,+,638779,639654,1212674
79.te00115,29,chr29_29.00559,1,+,645520,645569,1212674
79.te00116,29,chr29_29.00560,1,+,645888,646538,1212674
79.te00117,29,chr29_29.00561,1,-,652037,652400,1212674
79.te00118,29,chr29_29.00562,1,+,652666,652916,1212674
79.te00119,29,chr29_29.00563,1,-,652860,653353,1212674
79.te00120,29,chr29_29.00564,1,-,656137,656432,1212674
79.te00126,29,chr29_29.00570,1,-,712113,712354,1212674
79.te00128,29,chr29_29.00572,1,-,761735,762461,1212674
79.te00129,29,chr29_29.00573,1,-,767917,768372,1212674
79.te00130,29,chr29_29.00574,1,-,769716,769970,1212674
79.te00131,29,chr29_29.00575,1,-,772905,773652,1212674
79.te00133,29,chr29_29.00577,1,-,827395,827560,1212674
79.te00135,29,chr29_29.00579,1,-,838636,839010,1212674
79.te00139,29,chr29_29.00582,1,-,892802,893723,1212674
79.te00142,29,chr29_29.00585,1,-,931824,932265,1212674
79.te00143,29,chr29_29.00586,1,-,934876,935317,1212674
79.te00144,29,chr29_29.00587,1,-,938903,939342,1212674
79.te00152,29,chr29_29.00594,1,-,991378,992439,1212674
79.te00071,29,chr29_29.00603,1,-,1066763,1067487,1212674
79.te00072,29,chr29_29.00604,1,+,1069555,1070615,1212674
79.te00073,29,chr29_29.00605,1,-,1080048,1080277,1212674
79.te00076,29,chr29_29.00608,1,+,1128955,1129235,1212674
79.te00078,29,chr29_29.00610,1,+,1165407,1166098,1212674
79.te00079,29,chr29_29.00611,1,+,1166252,1167103,1212674
79.te00080,29,chr29_29.00612,1,-,1178109,1179014,1212674
79.te00081,29,chr29_29.00613,1,+,1185799,1186478,1212674
79.te00082,29,chr29_29.00614,1,+,1186632,1187485,1212674
79.te00094,29,chr29_29.00539,1,-,320399,321061,1212674
79.te00063,29,chr29_29.00596,1,-,1011124,1011691,1212674
79.te00083,29,chr29_29.00524,2,-,12312,12863,1212674
79.te00088,29,chr29_29.00525,2,-,17892,18440,1212674
79.te00101,29,chr29_29.00527,2,-,37663,38214,1212674
79.te00137,29,chr29_29.00528,2,-,85762,86372,1212674
79.te00146,29,chr29_29.00529,2,-,95240,95834,1212674
79.te00066,29,chr29_29.00530,2,-,103737,104098,1212674
79.te00084,29,chr29_29.00531,2,-,135233,135788,1212674
79.te00086,29,chr29_29.00533,2,-,156051,156387,1212674
79.te00091,29,chr29_29.00536,2,-,268700,269294,1212674
79.te00092,29,chr29_29.00537,2,+,284421,285016,1212674
79.te00095,29,chr29_29.00540,2,-,327576,328145,1212674
79.te00096,29,chr29_29.00541,2,-,333492,334053,1212674
79.te00097,29,chr29_29.00542,2,-,335234,335806,1212674
79.te00099,29,chr29_29.00544,2,+,344614,345185,1212674
79.te00100,29,chr29_29.00545,2,+,361775,362347,1212674
79.te00102,29,chr29_29.00546,2,+,370619,371224,1212674
79.te00103,29,chr29_29.00547,2,+,382180,382751,1212674
79.te00105,29,chr29_29.00549,2,+,453666,454290,1212674
79.te00107,29,chr29_29.00551,2,+,514601,514959,1212674
79.te00109,29,chr29_29.00553,2,+,532441,533049,1212674
79.te00121,29,chr29_29.00565,2,+,656433,657013,1212674
79.te00122,29,chr29_29.00566,2,-,671715,672275,1212674
79.te00123,29,chr29_29.00567,2,-,678174,678747,1212674
79.te00124,29,chr29_29.00568,2,-,702688,703207,1212674
79.te00125,29,chr29_29.00569,2,-,710059,710588,1212674
79.te00127,29,chr29_29.00571,2,-,756805,757396,1212674
79.te00132,29,chr29_29.00576,2,-,826427,827075,1212674
79.te00134,29,chr29_29.00578,2,+,829316,829910,1212674
79.te00136,29,chr29_29.00580,2,-,849516,850071,1212674
79.te00138,29,chr29_29.00581,2,-,891384,892004,1212674
79.te00140,29,chr29_29.00583,2,-,918251,918869,1212674
79.te00141,29,chr29_29.00584,2,-,923029,923642,1212674
79.te00145,29,chr29_29.00588,2,+,939439,940067,1212674
79.te00147,29,chr29_29.00589,2,-,945756,946275,1212674
79.te00148,29,chr29_29.00590,2,+,963645,964204,1212674
79.te00149,29,chr29_29.00591,2,-,980267,980861,1212674
79.te00150,29,chr29_29.00592,2,-,983797,984406,1212674
79.te00151,29,chr29_29.00593,2,-,987303,987884,1212674
79.te00062,29,chr29_29.00595,2,-,1005370,1005955,1212674
79.te00064,29,chr29_29.00597,2,-,1016929,1017515,1212674
79.te00065,29,chr29_29.00598,2,-,1022377,1022965,1212674
79.te00067,29,chr29_29.00599,2,-,1043476,1044054,1212674
79.te00068,29,chr29_29.00600,2,+,1046352,1046813,1212674
79.te00069,29,chr29_29.00601,2,+,1050298,1050899,1212674
79.te00070,29,chr29_29.00602,2,+,1052900,1053496,1212674
79.te00074,29,chr29_29.00606,2,+,1086672,1087252,1212674
79.te00075,29,chr29_29.00607,2,+,1117523,1118100,1212674
79.te00077,29,chr29_29.00609,2,+,1136121,1136707,1212674
80.te00100,30,chr30_30.00560,1,+,144176,144472,1403454
80.te00104,30,chr30_30.00564,1,+,262069,262478,1403454
80.te00107,30,chr30_30.00567,1,+,288571,289449,1403454
80.te00112,30,chr30_30.00572,1,+,362275,362727,1403454
80.te00120,30,chr30_30.00579,1,+,491942,492374,1403454
80.te00121,30,chr30_30.00580,1,+,494743,495603,1403454
80.te00122,30,chr30_30.00581,1,+,498312,498972,1403454
80.te00123,30,chr30_30.00582,1,+,501112,501972,1403454
80.te00124,30,chr30_30.00583,1,+,504668,505192,1403454
80.te00125,30,chr30_30.00584,1,+,507468,508333,1403454
80.te00126,30,chr30_30.00585,1,+,510902,511226,1403454
80.te00142,30,chr30_30.00601,1,+,769261,769454,1403454
80.te00144,30,chr30_30.00603,1,-,781691,782055,1403454
80.te00147,30,chr30_30.00606,1,-,816678,817707,1403454
80.te00150,30,chr30_30.00609,1,-,853357,853780,1403454
80.te00151,30,chr30_30.00610,1,-,865375,865861,1403454
80.te00152,30,chr30_30.00611,1,-,904417,904816,1403454
80.te00155,30,chr30_30.00614,1,-,994066,994287,1403454
80.te00156,30,chr30_30.00615,1,-,994972,995868,1403454
80.te00157,30,chr30_30.00616,1,-,997075,997420,1403454
80.te00067,30,chr30_30.00617,1,-,1004533,1004916,1403454
80.te00069,30,chr30_30.00618,1,+,1033515,1033981,1403454
80.te00076,30,chr30_30.00623,1,+,1168476,1168825,1403454
80.te00077,30,chr30_30.00624,1,+,1171078,1171725,1403454
80.te00081,30,chr30_30.00628,1,-,1196107,1196349,1403454
80.te00082,30,chr30_30.00629,1,-,1205138,1205768,1403454
80.te00086,30,chr30_30.00633,1,+,1274205,1274974,1403454
80.te00088,30,chr30_30.00635,1,+,1286866,1287085,1403454
80.te00090,30,chr30_30.00637,1,+,1306612,1306846,1403454
80.te00091,30,chr30_30.00638,1,+,1327198,1327841,1403454
80.te00092,30,chr30_30.00639,1,+,1332494,1332978,1403454
80.te00093,30,chr30_30.00640,1,+,1337632,1338108,1403454
80.te00094,30,chr30_30.00641,1,-,1339957,1340608,1403454
80.te00095,30,chr30_30.00642,1,+,1357803,1358594,1403454
80.te00097,30,chr30_30.00644,1,+,1366276,1366730,1403454
80.te00098,30,chr30_30.00645,1,+,1382151,1382498,1403454
80.te00099,30,chr30_30.00646,1,+,1384752,1385457,1403454
80.te00136,30,chr30_30.00595,1,+,611772,612262,1403454
80.te00114,30,chr30_30.00556,2,-,37474,38083,1403454
80.te00068,30,chr30_30.00557,2,+,101877,102304,1403454
80.te00071,30,chr30_30.00558,2,-,105613,106191,1403454
80.te00073,30,chr30_30.00559,2,-,109200,109778,1403454
80.te00101,30,chr30_30.00561,2,-,148660,148807,1403454
80.te00102,30,chr30_30.00562,2,+,194917,195520,1403454
80.te00103,30,chr30_30.00563,2,-,206224,206817,1403454
80.te00105,30,chr30_30.00565,2,-,266439,267060,1403454
80.te00106,30,chr30_30.00566,2,-,284947,285568,1403454
80.te00108,30,chr30_30.00568,2,+,309208,309817,1403454
80.te00109,30,chr30_30.00569,2,+,318694,318906,1403454
80.te00110,30,chr30_30.00570,2,+,337323,337963,1403454
80.te00111,30,chr30_30.00571,2,+,344565,345157,1403454
80.te00113,30,chr30_30.00573,2,+,370953,371606,1403454
80.te00115,30,chr30_30.00574,2,+,387625,388268,1403454
80.te00116,30,chr30_30.00575,2,+,408258,408904,1403454
80.te00117,30,chr30_30.00576,2,-,422220,422840,1403454
80.te00118,30,chr30_30.00577,2,+,447619,448212,1403454
80.te00119,30,chr30_30.00578,2,+,481572,482076,1403454
80.te00127,30,chr30_30.00586,2,+,517070,517587,1403454
80.te00128,30,chr30_30.00587,2,+,525200,525759,1403454
80.te00129,30,chr30_30.00588,2,+,526521,527079,1403454
80.te00130,30,chr30_30.00589,2,+,527841,528399,1403454
80.te00131,30,chr30_30.00590,2,+,529163,529721,1403454
80.te00132,30,chr30_30.00591,2,+,530481,531031,1403454
80.te00133,30,chr30_30.00592,2,+,532968,533520,1403454
80.te00134,30,chr30_30.00593,2,+,535455,536013,1403454
80.te00135,30,chr30_30.00594,2,+,571384,571871,1403454
80.te00137,30,chr30_30.00596,2,+,639477,640057,1403454
80.te00138,30,chr30_30.00597,2,+,659940,660496,1403454
80.te00139,30,chr30_30.00598,2,+,701564,702131,1403454
80.te00140,30,chr30_30.00599,2,+,759914,760370,1403454
80.te00141,30,chr30_30.00600,2,+,768055,768487,1403454
80.te00143,30,chr30_30.00602,2,+,780496,780859,1403454
80.te00145,30,chr30_30.00604,2,-,809796,810376,1403454
80.te00146,30,chr30_30.00605,2,-,815568,816140,1403454
80.te00148,30,chr30_30.00607,2,-,819419,819985,1403454
80.te00149,30,chr30_30.00608,2,-,826863,827362,1403454
80.te00153,30,chr30_30.00612,2,-,905240,905605,1403454
80.te00154,30,chr30_30.00613,2,+,992938,993548,1403454
80.te00070,30,chr30_30.00619,2,-,1049711,1050308,1403454
80.te00072,30,chr30_30.00620,2,-,1067868,1068468,1403454
80.te00074,30,chr30_30.00621,2,-,1111051,1111604,1403454
80.te00075,30,chr30_30.00622,2,-,1159649,1160212,1403454
80.te00078,30,chr30_30.00625,2,-,1172024,1172561,1403454
80.te00079,30,chr30_30.00626,2,-,1178291,1178853,1403454
80.te00080,30,chr30_30.00627,2,+,1192935,1193508,1403454
80.te00083,30,chr30_30.00630,2,-,1208575,1209135,1403454
80.te00084,30,chr30_30.00631,2,-,1212399,1212954,1403454
80.te00085,30,chr30_30.00632,2,+,1246028,1246584,1403454
80.te00087,30,chr30_30.00634,2,+,1280999,1281557,1403454
80.te00089,30,chr30_30.00636,2,-,1287086,1287658,1403454
80.te00096,30,chr30_30.00643,2,-,1365171,1365741,1403454
81.te00182,31,chr31_31.00605,1,-,7164,7584,1484336
81.te00202,31,chr31_31.00607,1,-,98557,99051,1484336
81.te00099,31,chr31_31.00608,1,-,100102,100551,1484336
81.te00103,31,chr31_31.00609,1,+,105469,105964,1484336
81.te00135,31,chr31_31.00611,1,-,139399,140322,1484336
81.te00137,31,chr31_31.00612,1,+,144780,145018,1484336
81.te00139,31,chr31_31.00613,1,-,149981,150469,1484336
81.te00141,31,chr31_31.00615,1,-,170035,170847,1484336
81.te00146,31,chr31_31.00619,1,-,248498,249061,1484336
81.te00147,31,chr31_31.00620,1,-,267612,267878,1484336
81.te00151,31,chr31_31.00624,1,+,313040,313897,1484336
81.te00152,31,chr31_31.00625,1,-,318346,318846,1484336
81.te00154,31,chr31_31.00627,1,-,340017,340540,1484336
81.te00155,31,chr31_31.00628,1,-,347664,348209,1484336
81.te00156,31,chr31_31.00629,1,-,348784,349307,1484336
81.te00157,31,chr31_31.00630,1,-,356444,356975,1484336
81.te00158,31,chr31_31.00631,1,-,364086,364631,1484336
81.te00160,31,chr31_31.00633,1,-,396631,397285,1484336
81.te00162,31,chr31_31.00635,1,+,420660,421165,1484336
81.te00163,31,chr31_31.00636,1,-,428778,429260,1484336
81.te00165,31,chr31_31.00638,1,-,445790,446273,1484336
81.te00167,31,chr31_31.00640,1,-,485437,485907,1484336
81.te00171,31,chr31_31.00644,1,-,570567,570841,1484336
81.te00174,31,chr31_31.00647,1,-,611580,611973,1484336
81.te00175,31,chr31_31.00648,1,-,620158,621128,1484336
81.te00176,31,chr31_31.00649,1,-,622808,623604,1484336
81.te00178,31,chr31_31.00651,1,-,636715,637686,1484336
81.te00188,31,chr31_31.00660,1,-,854311,854674,1484336
81.te00191,31,chr31_31.00663,1,-,874278,875192,1484336
81.te00197,31,chr31_31.00669,1,-,933072,933433,1484336
81.te00198,31,chr31_31.00670,1,-,937977,938767,1484336
81.te00200,31,chr31_31.00672,1,-,950488,951274,1484336
81.te00098,31,chr31_31.00676,1,-,1000283,1001164,1484336
81.te00104,31,chr31_31.00680,1,-,1061525,1062003,1484336
81.te00105,31,chr31_31.00681,1,-,1069536,1070207,1484336
81.te00106,31,chr31_31.00682,1,-,1084681,1085026,1484336
81.te00107,31,chr31_31.00683,1,-,1093785,1094440,1484336
81.te00111,31,chr31_31.00686,1,-,1124991,1125902,1484336
81.te00112,31,chr31_31.00687,1,-,1128194,1128949,1484336
81.te00114,31,chr31_31.00689,1,-,1148348,1148996,1484336
81.te00117,31,chr31_31.00692,1,-,1158333,1158595,1484336
81.te00118,31,chr31_31.00693,1,-,1163239,1163491,1484336
81.te00122,31,chr31_31.00697,1,-,1207823,1208464,1484336
81.te00127,31,chr31_31.00702,1,-,1285808,1286514,1484336
81.te00128,31,chr31_31.00703,1,-,1286627,1286997,1484336
81.te00129,31,chr31_31.00704,1,-,1293003,1293395,1484336
81.te00130,31,chr31_31.00705,1,-,1345848,1346498,1484336
81.te00131,31,chr31_31.00706,1,-,1346495,1346724,1484336
81.te00192,31,chr31_31.00664,1,-,886417,886866,1484336
81.te00143,31,chr31_31.00604,2,+,1900,2467,1484336
81.te00136,31,chr31_31.00606,2,-,13618,14201,1484336
81.te00108,31,chr31_31.00610,2,+,109839,110458,1484336
81.te00140,31,chr31_31.00614,2,-,159518,160123,1484336
81.te00142,31,chr31_31.00616,2,+,181726,182345,1484336
81.te00144,31,chr31_31.00617,2,-,204306,204904,1484336
81.te00145,31,chr31_31.00618,2,-,241840,242249,1484336
81.te00148,31,chr31_31.00621,2,-,278581,279144,1484336
81.te00149,31,chr31_31.00622,2,-,306483,307049,1484336
81.te00150,31,chr31_31.00623,2,-,310545,311133,1484336
81.te00153,31,chr31_31.00626,2,+,334232,334822,1484336
81.te00159,31,chr31_31.00632,2,-,390469,391063,1484336
81.te00161,31,chr31_31.00634,2,-,417644,418220,1484336
81.te00164,31,chr31_31.00637,2,-,436380,436976,1484336
81.te00166,31,chr31_31.00639,2,+,484879,485434,1484336
81.te00168,31,chr31_31.00641,2,+,493915,494430,1484336
81.te00169,31,chr31_31.00642,2,-,495021,495611,1484336
81.te00170,31,chr31_31.00643,2,-,523481,524082,1484336
81.te00172,31,chr31_31.00645,2,-,583047,583649,1484336
81.te00173,31,chr31_31.00646,2,-,589124,589726,1484336
81.te00177,31,chr31_31.00650,2,-,624038,624616,1484336
81.te00179,31,chr31_31.00652,2,-,648495,649089,1484336
81.te00180,31,chr31_31.00653,2,-,715927,716523,1484336
81.te00181,31,chr31_31.00654,2,-,731411,732006,1484336
81.te00183,31,chr31_31.00655,2,-,768411,768917,1484336
81.te00184,31,chr31_31.00656,2,-,780370,780849,1484336
81.te00185,31,chr31_31.00657,2,-,813313,813858,1484336
81.te00186,31,chr31_31.00658,2,-,831990,832570,1484336
81.te00187,31,chr31_31.00659,2,-,848902,849456,1484336
81.te00189,31,chr31_31.00661,2,-,859769,860123,1484336
81.te00190,31,chr31_31.00662,2,-,866416,866835,1484336
81.te00193,31,chr31_31.00665,2,+,917950,918543,1484336
81.te00194,31,chr31_31.00666,2,-,927007,927442,1484336
81.te00195,31,chr31_31.00667,2,-,930114,930388,1484336
81.te00196,31,chr31_31.00668,2,-,932051,932605,1484336
81.te00199,31,chr31_31.00671,2,+,949178,949618,1484336
81.te00201,31,chr31_31.00673,2,+,964549,965121,1484336
81.te00203,31,chr31_31.00674,2,-,990860,991176,1484336
81.te00204,31,chr31_31.00675,2,-,992937,993391,1484336
81.te00100,31,chr31_31.00677,2,-,1016349,1016944,1484336
81.te00101,31,chr31_31.00678,2,-,1033384,1033986,1484336
81.te00102,31,chr31_31.00679,2,-,1042717,1043307,1484336
81.te00109,31,chr31_31.00684,2,-,1101696,1102269,1484336
81.te00110,31,chr31_31.00685,2,-,1117444,1118022,1484336
81.te00113,31,chr31_31.00688,2,-,1137807,1138397,1484336
81.te00115,31,chr31_31.00690,2,-,1150605,1151071,1484336
81.te00116,31,chr31_31.00691,2,-,1155251,1155814,1484336
81.te00119,31,chr31_31.00694,2,-,1175820,1176424,1484336
81.te00120,31,chr31_31.00695,2,+,1188290,1188903,1484336
81.te00121,31,chr31_31.00696,2,+,1206805,1207390,1484336
81.te00123,31,chr31_31.00698,2,-,1231033,1231464,1484336
81.te00124,31,chr31_31.00699,2,-,1242579,1242935,1484336
81.te00125,31,chr31_31.00700,2,-,1251533,1251892,1484336
81.te00126,31,chr31_31.00701,2,-,1279703,1280267,1484336
81.te00132,31,chr31_31.00707,2,-,1350330,1350875,1484336
81.te00133,31,chr31_31.00708,2,+,1374149,1374882,1484336
81.te00134,31,chr31_31.00709,2,-,1382534,1383132,1484336
81.te00138,31,chr31_31.00710,2,+,1450368,1450966,1484336
82.te00087,32,chr32_32.00733,1,-,172653,173110,1565925
82.te00088,32,chr32_32.00734,1,-,179507,180309,1565925
82.te00090,32,chr32_32.00736,1,+,198285,198790,1565925
82.te00093,32,chr32_32.00739,1,+,246630,246984,1565925
82.te00094,32,chr32_32.00740,1,+,247074,247811,1565925
82.te00096,32,chr32_32.00742,1,+,272035,272436,1565925
82.te00099,32,chr32_32.00744,1,+,347962,348764,1565925
82.te00103,32,chr32_32.00747,1,+,381631,382496,1565925
82.te00104,32,chr32_32.00748,1,+,391036,391641,1565925
82.te00108,32,chr32_32.00751,1,+,451771,452773,1565925
82.te00110,32,chr32_32.00753,1,+,487217,487673,1565925
82.te00119,32,chr32_32.00762,1,-,698193,698999,1565925
82.te00128,32,chr32_32.00770,1,-,773158,774187,1565925
82.te00132,32,chr32_32.00774,1,-,817931,818960,1565925
82.te00140,32,chr32_32.00781,1,-,967258,968289,1565925
82.te00063,32,chr32_32.00784,1,-,1029132,1030169,1565925
82.te00064,32,chr32_32.00785,1,-,1030490,1030966,1565925
82.te00065,32,chr32_32.00786,1,-,1057200,1057668,1565925
82.te00072,32,chr32_32.00792,1,-,1232409,1232951,1565925
82.te00073,32,chr32_32.00793,1,-,1257930,1258504,1565925
82.te00076,32,chr32_32.00795,1,+,1317330,1317560,1565925
82.te00077,32,chr32_32.00796,1,-,1348658,1348979,1565925
82.te00079,32,chr32_32.00798,1,+,1426155,1426341,1565925
82.te00080,32,chr32_32.00799,1,+,1456576,1457297,1565925
82.te00083,32,chr32_32.00802,1,-,1554744,1555215,1565925
82.te00085,32,chr32_32.00724,2,-,16065,16633,1565925
82.te00097,32,chr32_32.00725,2,-,28339,28924,1565925
82.te00102,32,chr32_32.00726,2,+,37448,37924,1565925
82.te00106,32,chr32_32.00727,2,-,44067,44636,1565925
82.te00120,32,chr32_32.00728,2,+,70076,70677,1565925
82.te00134,32,chr32_32.00729,2,-,82354,82943,1565925
82.te00070,32,chr32_32.00730,2,-,119109,119634,1565925
82.te00074,32,chr32_32.00731,2,-,125627,126166,1565925
82.te00086,32,chr32_32.00732,2,-,168064,168640,1565925
82.te00089,32,chr32_32.00735,2,-,184585,185157,1565925
82.te00091,32,chr32_32.00737,2,+,221304,221929,1565925
82.te00092,32,chr32_32.00738,2,+,231499,232091,1565925
82.te00095,32,chr32_32.00741,2,+,252120,252712,1565925
82.te00098,32,chr32_32.00743,2,-,308213,308799,1565925
82.te00100,32,chr32_32.00745,2,+,351853,352487,1565925
82.te00101,32,chr32_32.00746,2,+,364734,365319,1565925
82.te00105,32,chr32_32.00749,2,+,413608,414197,1565925
82.te00107,32,chr32_32.00750,2,+,448878,449449,1565925
82.te00109,32,chr32_32.00752,2,-,452977,453549,1565925
82.te00111,32,chr32_32.00754,2,+,515289,515964,1565925
82.te00112,32,chr32_32.00755,2,+,537674,538252,1565925
82.te00113,32,chr32_32.00756,2,-,541600,542251,1565925
82.te00114,32,chr32_32.00757,2,-,584082,584684,1565925
82.te00115,32,chr32_32.00758,2,-,593540,594238,1565925
82.te00116,32,chr32_32.00759,2,-,626445,626779,1565925
82.te00117,32,chr32_32.00760,2,+,638411,639049,1565925
82.te00118,32,chr32_32.00761,2,-,657323,657863,1565925
82.te00121,32,chr32_32.00763,2,-,722771,723361,1565925
82.te00122,32,chr32_32.00764,2,-,731135,731747,1565925
82.te00123,32,chr32_32.00765,2,-,749208,749805,1565925
82.te00124,32,chr32_32.00766,2,-,752382,752993,1565925
82.te00125,32,chr32_32.00767,2,-,766173,766733,1565925
82.te00126,32,chr32_32.00768,2,-,769506,769944,1565925
82.te00127,32,chr32_32.00769,2,-,772537,773135,1565925
82.te00129,32,chr32_32.00771,2,-,790521,791119,1565925
82.te00130,32,chr32_32.00772,2,-,798600,799175,1565925
82.te00131,32,chr32_32.00773,2,-,804920,805495,1565925
82.te00133,32,chr32_32.00775,2,+,824130,824733,1565925
82.te00135,32,chr32_32.00776,2,-,877869,878464,1565925
82.te00136,32,chr32_32.00777,2,-,886955,887551,1565925
82.te00137,32,chr32_32.00778,2,-,916223,916817,1565925
82.te00138,32,chr32_32.00779,2,+,934316,934967,1565925
82.te00139,32,chr32_32.00780,2,-,949020,949675,1565925
82.te00141,32,chr32_32.00782,2,-,988455,989068,1565925
82.te00062,32,chr32_32.00783,2,-,1014700,1015339,1565925
82.te00066,32,chr32_32.00787,2,-,1125921,1126488,1565925
82.te00067,32,chr32_32.00788,2,+,1167650,1168106,1565925
82.te00068,32,chr32_32.00789,2,+,1169021,1169463,1565925
82.te00069,32,chr32_32.00790,2,+,1191706,1192265,1565925
82.te00071,32,chr32_32.00791,2,-,1215593,1216214,1565925
82.te00075,32,chr32_32.00794,2,+,1278798,1279379,1565925
82.te00078,32,chr32_32.00797,2,+,1399674,1400241,1565925
82.te00081,32,chr32_32.00800,2,+,1509736,1510260,1565925
82.te00082,32,chr32_32.00801,2,+,1546420,1546813,1565925
82.te00084,32,chr32_32.00803,2,+,1558854,1559396,1565925
83.te00113,33,chr33_33.00715,1,-,23667,24574,1583673
83.te00136,33,chr33_33.00719,1,-,57677,58588,1583673
83.te00147,33,chr33_33.00720,1,-,69997,70690,1583673
83.te00106,33,chr33_33.00724,1,+,186049,186322,1583673
83.te00107,33,chr33_33.00725,1,-,190340,191566,1583673
83.te00109,33,chr33_33.00727,1,-,194588,195588,1583673
83.te00115,33,chr33_33.00732,1,-,250184,250809,1583673
83.te00122,33,chr33_33.00738,1,-,422146,422630,1583673
83.te00128,33,chr33_33.00743,1,+,483000,483335,1583673
83.te00134,33,chr33_33.00748,1,+,544297,545132,1583673
83.te00137,33,chr33_33.00750,1,-,586247,586895,1583673
83.te00138,33,chr33_33.00751,1,+,589716,589927,1583673
83.te00139,33,chr33_33.00752,1,+,592594,593436,1583673
83.te00140,33,chr33_33.00753,1,+,595396,596062,1583673
83.te00141,33,chr33_33.00754,1,+,601015,601970,1583673
83.te00142,33,chr33_33.00755,1,-,619531,619854,1583673
83.te00144,33,chr33_33.00757,1,+,645503,646481,1583673
83.te00145,33,chr33_33.00758,1,-,654479,654698,1583673
83.te00151,33,chr33_33.00763,1,+,780425,781323,1583673
83.te00162,33,chr33_33.00772,1,-,892703,893265,1583673
83.te00163,33,chr33_33.00773,1,+,909100,909834,1583673
83.te00165,33,chr33_33.00775,1,+,950152,950427,1583673
83.te00166,33,chr33_33.00776,1,+,981680,982133,1583673
83.te00167,33,chr33_33.00777,1,+,991961,992460,1583673
83.te00063,33,chr33_33.00778,1,+,1000543,1000632,1583673
83.te00064,33,chr33_33.00779,1,+,1001016,1001931,1583673
83.te00065,33,chr33_33.00780,1,+,1039963,1040856,1583673
83.te00070,33,chr33_33.00784,1,+,1081139,1081536,1583673
83.te00072,33,chr33_33.00786,1,+,1132199,1133118,1583673
83.te00075,33,chr33_33.00789,1,-,1156088,1156420,1583673
83.te00076,33,chr33_33.00790,1,+,1167044,1167516,1583673
83.te00078,33,chr33_33.00792,1,+,1211483,1212116,1583673
83.te00079,33,chr33_33.00793,1,+,1226515,1227296,1583673
83.te00080,33,chr33_33.00794,1,+,1271600,1272442,1583673
83.te00082,33,chr33_33.00796,1,+,1288045,1288456,1583673
83.te00083,33,chr33_33.00797,1,+,1288629,1289451,1583673
83.te00086,33,chr33_33.00800,1,+,1316864,1317777,1583673
83.te00089,33,chr33_33.00803,1,+,1335012,1335913,1583673
83.te00093,33,chr33_33.00807,1,+,1393184,1393404,1583673
83.te00094,33,chr33_33.00808,1,+,1410447,1411415,1583673
83.te00096,33,chr33_33.00810,1,+,1442545,1443401,1583673
83.te00097,33,chr33_33.00811,1,+,1451823,1452664,1583673
83.te00100,33,chr33_33.00814,1,+,1469602,1470024,1583673
83.te00101,33,chr33_33.00815,1,+,1470126,1470536,1583673
83.te00104,33,chr33_33.00818,1,+,1576159,1576559,1583673
83.te00117,33,chr33_33.00734,1,+,313327,313952,1583673
83.te00118,33,chr33_33.00735,1,+,332004,332660,1583673
83.te00123,33,chr33_33.00739,1,+,426046,426686,1583673
83.te00153,33,chr33_33.00765,1,+,786288,786797,1583673
83.te00154,33,chr33_33.00766,1,+,796833,797449,1583673
83.te00156,33,chr33_33.00767,1,-,827055,827618,1583673
83.te00081,33,chr33_33.00795,1,+,1283256,1283650,1583673
83.te00085,33,chr33_33.00799,1,+,1316072,1316469,1583673
83.te00087,33,chr33_33.00801,1,-,1317950,1318368,1583673
83.te00088,33,chr33_33.00802,1,+,1334220,1334617,1583673
83.te00090,33,chr33_33.00804,1,-,1336086,1336485,1583673
83.te00155,33,chr33_33.00714,2,+,8050,8655,1583673
